"date","hospital_name","healthcare_region","hospital_beds_total_r7mean","hospital_beds_occupied_r7mean","oxygen_beds_total_r7mean","oxygen_beds_occupied_r7mean","mv_beds_total_r7mean","mv_beds_occupied_r7mean","icu_beds_total_r7mean","icu_beds_occupied_r7mean","icu_ecmo_systems_total_r7mean","icu_ecmo_systems_in_use_r7mean","cv19_hospital_beds_assigned_r7mean","cv19_hospital_beds_occupied_r7mean","cv19_oxygen_beds_assigned_r7mean","cv19_oxygen_beds_occupied_r7mean","cv19_mv_beds_assigned_r7mean","cv19_mv_beds_occupied_r7mean","cv19_icu_beds_assigned_r7mean","cv19_icu_beds_occupied_r7mean","cv19_icu_mv_beds_assigned_r7mean","cv19_icu_mv_beds_occupied_r7mean","cv19_icu_highflow_systems_total_r7mean","cv19_icu_highflow_systems_in_use_r7mean","cv19_icu_ecmo_assigned_r7mean","cv19_icu_ecmo_in_use_r7mean","cv19_admissions_r7mean","cv19_admissions_oxygen_r7mean","cv19_admissions_mv_r7mean","cv19_discharges_r7mean","remdesivir_vials_used_r7mean","remdesivir_patients_total_r7mean","remdesivir_patients_new_r7mean","geometry"
"2020-12-07","VšĮ Jurbarko ligoninė","Kauno regionas",170,98,40,29,4,2,0,2,0,0,40,37,40,37,0,0,4,2,4,2,0,0,0,0,0,4,0,0,0,0,0,NA
"2020-12-07","VšĮ Kaišiadorių ligoninė","Kauno regionas",130,95,29,6,3,0,4,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,NA
"2020-12-07","VšĮ Kėdainių ligoninė","Kauno regionas",249,101,78,41,6,2,6,4,0,0,115,52,79,48,0,0,2,1,2,1,0,0,0,0,0,5,0,0,0,0,0,NA
"2020-12-07","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",1193,477,321,179,35,9,38,13,0,0,200,186,200,186,0,0,16,10,16,10,0,0,0,0,0,13,1,5,45,38,8,NA
"2020-12-07","VšĮ Prienų ligoninė","Kauno regionas",111,65,61,22,5,0,2,2,0,0,25,24,25,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
"2020-12-07","VšĮ Raseinių ligoninė","Kauno regionas",143,54,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,NA
"2020-12-07","VšĮ Vilkaviškio ligoninė","Kauno regionas",181,89,34,9,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2020-12-07","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",118,77,33,19,1,0,3,0,0,0,27,22,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",95,35,39,13,4,2,6,2,0,0,35,26,29,20,0,0,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",364,281,219,205,19,7,19,13,0,0,30,20,30,20,0,0,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",865,399,404,69,33,16,33,31,0,0,120,89,120,89,0,0,15,15,15,15,0,0,0,0,0,4,2,0,4,3,1,NA
"2020-12-07","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",186,59,58,3,6,0,6,2,0,0,40,1,40,1,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",834,321,67,56,12,3,17,8,0,0,85,85,85,85,0,0,8,5,8,3,1,1,0,0,0,50,3,0,2,2,1,NA
"2020-12-07","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",96,43,15,15,2,0,3,0,0,0,40,19,15,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA
"2020-12-07","VšĮ Šilutės ligoninė","Klaipėdos regionas",89,57,45,23,6,1,6,1,0,0,40,31,22,13,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,NA
"2020-12-07","VšĮ Tauragės ligoninė","Klaipėdos regionas",247,103,131,34,6,2,6,6,0,0,98,43,94,41,0,0,8,5,8,1,4,3,0,0,0,2,0,0,0,0,0,NA
"2020-12-07","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",193,99,16,2,6,0,6,2,0,0,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Biržų ligoninė","Panevėžio regionas",131,65,19,8,6,1,4,2,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",81,51,18,5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Kupiškio ligoninė","Panevėžio regionas",100,31,10,2,4,0,3,0,0,0,8,3,4,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-07","VšĮ Molėtų ligoninė","Panevėžio regionas",92,71,22,21,4,0,3,1,0,0,26,25,20,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
"2020-12-07","VšĮ Pasvalio ligoninė","Panevėžio regionas",144,91,36,19,3,0,3,0,0,0,15,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",712,418,366,208,38,24,49,24,0,0,197,115,143,99,0,0,14,11,14,11,2,2,0,0,0,3,0,0,1,1,0,NA
"2020-12-07","VšĮ Rokiškio psichiatrijos ligoninė","Panevėžio regionas",440,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",172,83,5,1,5,1,5,2,0,0,54,43,23,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Utenos ligoninė","Panevėžio regionas",285,84,6,0,6,0,6,2,0,0,25,21,25,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-07","VšĮ Visagino ligoninė","Panevėžio regionas",188,96,0,13,5,1,5,2,0,0,20,12,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-07","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",79,35,6,1,2,0,2,1,0,0,8,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Joniškio ligoninė","Šiaulių regionas",111,53,51,6,4,1,4,2,0,0,9,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Kelmės ligoninė","Šiaulių regionas",134,60,15,5,4,0,4,1,0,0,21,21,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Mažeikių ligoninė","Šiaulių regionas",198,125,45,47,6,5,6,6,0,0,105,84,53,45,0,0,3,2,3,1,0,0,0,0,0,2,0,0,0,0,0,NA
"2020-12-07","VšĮ N.Akmenės ligoninė","Šiaulių regionas",75,20,5,0,2,0,3,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Pakruojo ligoninė","Šiaulių regionas",79,63,0,0,0,0,1,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",181,88,23,17,3,1,3,1,0,0,25,17,12,12,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-07","VšĮ Radviliškio ligoninė","Šiaulių regionas",128,80,38,12,4,1,3,1,0,0,25,22,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",181,113,84,25,6,1,6,5,NA,NA,29,26,25,24,NA,NA,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",916,446,766,98,37,21,37,30,0,0,152,131,103,84,0,0,37,23,37,18,0,0,0,0,0,10,1,2,5,4,1,NA
"2020-12-07","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",27,14,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","Nacionalinis vėžio institutas","Vilniaus regionas",307,136,139,85,12,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","Švenčionių rajono ligoninė","Vilniaus regionas",117,63,4,0,4,1,4,1,0,0,25,21,25,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA
"2020-12-07","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",220,139,220,57,10,2,10,5,0,0,100,70,100,70,0,0,6,2,6,1,6,1,0,0,0,4,0,0,0,0,0,NA
"2020-12-07","VšĮ Druskininkų ligoninė","Vilniaus regionas",130,92,75,34,7,2,3,2,0,0,30,24,30,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA
"2020-12-07","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,37,1,0,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Lazdijų ligoninė","Vilniaus regionas",108,55,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",242,139,41,9,8,0,8,3,0,0,29,29,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,NA
"2020-12-07","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",420,171,6,1,4,0,6,3,0,0,14,3,4,1,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",694,370,318,147,36,10,36,18,0,0,46,35,28,23,0,0,4,1,4,1,1,0,0,0,0,3,0,1,0,0,0,NA
"2020-12-07","VšĮ Šalčininkų rajono savivaldybės ligoninė","Vilniaus regionas",118,45,3,0,2,0,3,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Trakų ligoninė","Vilniaus regionas",108,54,46,0,5,0,5,1,0,0,25,23,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Ukmergės ligoninė","Vilniaus regionas",181,108,59,32,3,0,7,4,0,0,58,57,50,49,0,0,7,4,6,0,0,0,0,0,0,3,0,0,0,0,0,NA
"2020-12-07","VšĮ Varėnos ligoninė","Vilniaus regionas",101,58,3,0,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2020-12-07","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,27,28,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",592,267,12,99,12,3,12,8,0,0,214,182,214,182,0,0,6,6,3,3,4,3,0,0,0,21,0,0,4,3,2,NA
"2020-12-07","VšĮ Vilniaus miesto psichikos sveikatos centras","Vilniaus regionas",140,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-07","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",936,791,710,399,100,72,100,72,0,0,141,137,141,137,0,0,50,34,50,15,28,13,2,2,0,8,1,19,28,23,4,NA
"2020-12-07","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,17,6,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1683,976,1250,141,88,30,109,68,0,0,20,13,20,13,0,0,20,14,20,14,3,2,2,2,0,1,1,2,3,2,1,NA
"2020-12-08","Marijampolės ligoninė","Kauno regionas",292,121,145,48,11,5,9,11,0,0,53,51,53,51,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,1,NA
"2020-12-08","Šakių ligoninė","Kauno regionas",115,62,18,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Jonavos ligoninė","Kauno regionas",151,80,30,18,5,1,5,2,0,0,25,23,25,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,NA
"2020-12-08","VšĮ Jurbarko ligoninė","Kauno regionas",170,100,40,30,4,2,0,2,0,0,40,38,40,38,0,0,4,2,4,2,0,0,0,0,0,4,0,0,1,1,0,NA
"2020-12-08","VšĮ Kaišiadorių ligoninė","Kauno regionas",130,95,29,7,3,0,4,0,0,0,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,NA
"2020-12-08","VšĮ Kėdainių ligoninė","Kauno regionas",249,104,78,42,6,2,6,4,0,0,116,53,80,49,0,0,2,1,2,1,0,0,0,0,0,6,0,0,0,0,0,NA
"2020-12-08","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",1193,466,321,183,35,9,38,14,0,0,200,188,200,188,0,0,16,10,16,10,0,0,0,0,0,13,1,4,48,40,8,NA
"2020-12-08","VšĮ Prienų ligoninė","Kauno regionas",111,65,61,22,5,0,2,2,0,0,25,24,25,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
"2020-12-08","VšĮ Raseinių ligoninė","Kauno regionas",143,54,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,NA
"2020-12-08","VšĮ Vilkaviškio ligoninė","Kauno regionas",181,85,34,9,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2020-12-08","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",118,75,33,19,1,0,3,0,0,0,28,25,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",95,34,39,13,4,2,6,2,0,0,35,25,29,19,0,0,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",364,277,219,203,19,6,19,13,0,0,30,20,30,20,0,0,8,4,8,3,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",865,398,404,67,33,17,33,31,0,0,120,87,120,87,0,0,15,15,15,15,0,0,0,0,0,4,2,0,4,3,1,NA
"2020-12-08","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",186,61,58,2,6,0,6,2,0,0,40,1,40,1,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",834,321,67,56,12,3,17,8,0,0,85,85,85,85,0,0,8,5,8,3,1,1,0,0,0,50,2,0,3,2,1,NA
"2020-12-08","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",96,43,15,15,2,0,3,0,0,0,40,17,15,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA
"2020-12-08","VšĮ Šilutės ligoninė","Klaipėdos regionas",89,57,45,23,6,1,6,1,0,0,40,30,22,12,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,NA
"2020-12-08","VšĮ Tauragės ligoninė","Klaipėdos regionas",247,103,131,36,6,2,6,6,0,0,100,45,95,42,0,0,8,5,8,1,4,3,0,0,0,2,0,0,0,0,0,NA
"2020-12-08","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",193,99,16,1,6,0,6,2,0,0,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Biržų ligoninė","Panevėžio regionas",131,66,19,8,6,1,4,2,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",81,50,18,4,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Kupiškio ligoninė","Panevėžio regionas",100,31,10,2,4,0,3,1,0,0,8,2,4,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-08","VšĮ Molėtų ligoninė","Panevėžio regionas",92,71,22,20,4,0,3,1,0,0,26,25,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-08","VšĮ Pasvalio ligoninė","Panevėžio regionas",144,92,38,21,3,0,3,1,0,0,15,10,9,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-08","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",712,413,366,207,38,25,49,25,0,0,198,117,144,99,0,0,14,11,14,11,2,2,0,0,0,4,0,0,1,1,0,NA
"2020-12-08","VšĮ Rokiškio psichiatrijos ligoninė","Panevėžio regionas",440,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",172,81,5,1,5,1,5,2,0,0,54,44,23,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Utenos ligoninė","Panevėžio regionas",285,83,6,0,6,0,6,2,0,0,25,22,25,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-08","VšĮ Visagino ligoninė","Panevėžio regionas",188,97,0,14,5,1,5,2,0,0,21,13,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-08","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",79,35,6,1,2,0,2,1,0,0,8,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Joniškio ligoninė","Šiaulių regionas",111,54,53,6,4,1,4,2,0,0,11,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Kelmės ligoninė","Šiaulių regionas",134,57,15,5,4,0,4,2,0,0,22,20,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Mažeikių ligoninė","Šiaulių regionas",198,124,45,47,6,5,6,6,0,0,105,82,53,44,0,0,3,2,3,2,0,0,0,0,0,2,0,1,0,0,0,NA
"2020-12-08","VšĮ N.Akmenės ligoninė","Šiaulių regionas",75,21,5,0,2,0,3,0,0,0,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Pakruojo ligoninė","Šiaulių regionas",79,60,0,0,0,0,1,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",181,89,24,17,3,0,3,0,0,0,25,18,13,13,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-08","VšĮ Radviliškio ligoninė","Šiaulių regionas",128,81,38,13,4,1,3,1,0,0,25,22,10,10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",181,113,84,25,6,1,6,5,NA,NA,25,24,25,24,NA,NA,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",916,438,766,97,37,21,37,30,0,0,154,134,103,84,0,0,37,23,37,18,0,0,0,0,0,9,0,2,5,4,1,NA
"2020-12-08","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",28,14,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","Nacionalinis vėžio institutas","Vilniaus regionas",307,135,139,84,12,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","Švenčionių rajono ligoninė","Vilniaus regionas",117,65,4,0,4,1,4,1,0,0,25,23,25,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA
"2020-12-08","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",220,143,220,58,10,2,10,5,0,0,100,73,100,73,0,0,6,2,6,1,6,1,0,0,0,5,0,0,0,0,0,NA
"2020-12-08","VšĮ Druskininkų ligoninė","Vilniaus regionas",130,92,75,32,7,2,3,2,0,0,30,22,30,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA
"2020-12-08","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,37,1,0,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Lazdijų ligoninė","Vilniaus regionas",108,54,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",242,137,49,10,8,0,8,3,0,0,29,29,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,NA
"2020-12-08","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",420,137,6,2,4,0,6,3,0,0,14,3,4,1,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",694,367,318,145,36,10,36,18,0,0,50,36,29,23,0,0,4,1,4,1,1,0,0,0,0,3,0,1,0,0,0,NA
"2020-12-08","VšĮ Šalčininkų rajono savivaldybės ligoninė","Vilniaus regionas",118,44,3,1,2,0,3,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Trakų ligoninė","Vilniaus regionas",108,54,46,0,5,0,5,1,0,0,25,23,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Ukmergės ligoninė","Vilniaus regionas",181,104,59,32,3,0,7,4,0,0,58,56,50,49,0,0,7,4,6,0,0,0,0,0,0,3,0,0,1,0,0,NA
"2020-12-08","VšĮ Varėnos ligoninė","Vilniaus regionas",101,58,3,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2020-12-08","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,28,28,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",592,253,12,99,12,3,12,7,0,0,224,187,224,187,0,0,6,6,3,3,4,3,0,0,0,18,0,0,5,4,2,NA
"2020-12-08","VšĮ Vilniaus miesto psichikos sveikatos centras","Vilniaus regionas",140,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-08","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",933,788,710,395,100,71,100,71,0,0,144,140,144,140,0,0,50,34,50,15,28,13,2,2,0,8,1,18,27,22,4,NA
"2020-12-08","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,18,6,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-09","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1683,973,1250,128,88,30,109,65,0,0,20,13,20,13,0,0,20,14,20,14,3,2,2,2,0,1,1,2,3,3,0,NA
"2020-12-09","Marijampolės ligoninė","Kauno regionas",292,120,145,49,11,4,9,10,0,0,54,53,54,53,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,1,NA
"2020-12-09","Šakių ligoninė","Kauno regionas",115,61,18,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-09","VšĮ Jonavos ligoninė","Kauno regionas",151,81,30,19,5,1,5,1,0,0,25,22,25,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,1,NA
"2020-12-09","VšĮ Jurbarko ligoninė","Kauno regionas",170,102,40,32,4,2,0,2,0,0,40,39,40,39,0,0,4,2,4,2,0,0,0,0,0,5,0,0,1,1,0,NA
"2020-12-09","VšĮ Kaišiadorių ligoninė","Kauno regionas",130,95,29,8,3,0,4,0,0,0,7,5,7,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,NA
"2020-12-09","VšĮ Kėdainių ligoninė","Kauno regionas",249,106,78,42,6,2,6,4,0,0,116,54,80,49,0,0,2,1,2,1,0,0,0,0,0,6,0,0,0,0,0,NA
"2020-12-09","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",1193,457,321,184,35,9,38,14,0,0,200,191,200,191,0,0,16,10,16,10,0,0,0,0,0,12,1,3,52,43,9,NA
"2020-12-09","VšĮ Prienų ligoninė","Kauno regionas",111,65,61,22,5,0,2,2,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"2020-12-09","VšĮ Raseinių ligoninė","Kauno regionas",143,55,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,NA
"2020-12-09","VšĮ Vilkaviškio ligoninė","Kauno regionas",181,80,34,10,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2020-12-09","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",118,73,33,18,1,0,3,0,0,0,29,27,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2020-12-09","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",95,34,39,14,4,1,6,2,0,0,35,24,29,18,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,NA
